What is your current CGPA?,PerformanceLevel,attendance_pct,How many hour do you study daily?,How many hour do you spent daily in social media?,What was your previous SGPA?,merit_scholar,uses_univ_transport,uses_smartphone,has_computer,attends_consultancy,How many hour do you spent daily on your skill development?
0.0,Poor,95.0,6,2,0.0,1,1,1,1,0,2
3.38,Good,75.0,4,3,3.38,0,0,1,0,1,1
3.15,Good,92.0,3,2,3.15,1,0,1,0,0,1
3.9,Good,95.0,1,4,3.9,0,0,1,1,1,2
3.95,Good,98.0,2,1,3.95,1,1,1,1,1,1
3.03,Good,100.0,3,3,3.03,1,1,1,1,0,1
2.56,Average,60.0,7,5,2.59,0,1,1,1,0,2
0.0,Poor,100.0,3,2,0.0,1,0,1,0,1,2
3.295,Good,99.0,5,4,3.45,1,1,1,1,1,3
3.6,Good,85.0,1,4,3.6,0,1,1,0,0,1
3.53,Good,98.0,6,1,3.53,0,0,1,1,1,5
3.69,Good,99.0,3,2,3.86,1,0,1,1,1,1
2.4,Average,100.0,3,4,3.48,0,1,1,1,1,2
3.77,Good,98.0,2,1,3.7,0,0,1,1,0,6
3.84,Good,100.0,3,1,3.84,0,1,1,1,1,2
3.29,Good,100.0,6,2,3.4,0,1,1,1,1,3
3.43,Good,90.0,4,2,3.43,0,0,1,1,0,1
3.7,Good,100.0,4,2,3.7,1,0,1,0,1,12
3.2,Good,85.0,4,4,3.02,0,1,1,1,1,3
2.98,Average,90.0,2,3,3.48,0,1,1,1,0,2
3.53,Good,90.0,3,2,3.53,1,0,1,1,1,2
3.41,Good,90.0,4,2,3.06,1,1,1,1,0,3
3.9,Good,100.0,2,3,3.9,0,0,1,1,1,1
0.0,Poor,95.0,2,4,0.0,0,0,1,0,1,0
3.37,Good,99.0,3,1,3.19,0,1,1,1,0,4
0.13125,Poor,95.0,4,2,0.13125,0,0,1,1,1,4
3.05,Good,98.0,4,2,3.05,1,0,1,1,0,2
4.0,Good,99.0,3,1,4.0,0,1,1,1,1,1
3.75,Good,98.0,4,3,3.75,1,0,1,1,1,3
3.33,Good,90.0,3,2,3.33,1,0,1,1,0,4
2.81,Average,80.0,4,1,2.81,1,0,1,1,1,2
2.08,Average,90.0,3,4,2.18,1,0,1,1,1,0
0.0,Poor,100.0,4,1,0.0,0,1,1,1,1,2
3.75,Good,70.0,0,3,3.7,0,1,1,0,0,6
3.0,Average,90.0,2,1,3.62,0,0,1,1,1,2
3.18,Good,87.0,2,3,3.18,0,1,1,1,1,1
3.59,Good,98.0,3,8,3.55,1,1,1,0,0,1
3.75,Good,100.0,4,2,3.58,1,0,1,1,0,6
3.88,Good,90.0,2,8,3.88,1,0,1,1,0,3
3.0,Average,90.0,2,10,3.0,1,0,1,1,0,3
4.0,Good,95.0,4,1,4.0,1,0,1,1,1,2
3.97,Good,80.0,2,1,3.97,1,1,1,1,1,3
3.69,Good,75.0,3,1,3.79,1,1,1,1,1,2
2.89,Average,90.0,6,2,2.96,0,0,1,1,1,2
3.86,Good,88.0,5,3,3.77,1,0,0,1,1,3
3.48,Good,90.0,1,1,3.44,0,0,1,1,0,4
0.0,Poor,100.0,4,3,0.0,1,0,1,1,1,1
3.66,Good,85.0,2,2,3.56,1,1,1,1,1,1
3.56,Good,100.0,3,1,3.56,1,1,1,1,1,1
2.74,Average,88.0,5,2,2.48,1,1,1,1,1,3
0.0,Poor,97.0,0,3,0.0,1,1,1,1,0,1
3.2,Good,80.0,1,5,3.25,1,1,1,1,0,0
0.0,Poor,85.0,4,5,0.0,1,0,1,1,1,0
3.4,Good,80.0,2,3,3.7,1,0,1,1,1,2
3.58,Good,100.0,1,2,3.38,1,0,1,0,0,0
3.9,Good,80.0,1,2,3.78,1,0,1,1,1,4
3.5,Good,95.0,4,3,3.4,0,0,1,1,1,2
2.93,Average,80.0,2,3,2.58,0,0,1,1,1,5
3.7,Good,85.0,1,1,3.96,0,0,1,1,1,1
3.76,Good,88.0,3,2,3.58,1,1,1,1,0,2
3.91,Good,99.0,2,4,3.79,1,0,1,1,1,2
3.06,Good,,1,1,2.17,0,0,1,1,1,1
1.88,Poor,90.0,3,2,1.12,1,0,1,1,1,4
3.67,Good,99.0,4,1,3.72,1,1,1,1,0,2
3.55,Good,88.0,5,1,3.55,0,0,1,0,1,2
2.82,Average,98.0,4,2,2.83,0,0,1,1,0,2
3.88,Good,95.0,2,2,3.88,1,1,1,1,1,1
4.0,Good,90.0,1,4,4.0,1,0,1,1,0,2
3.66,Good,97.0,3,3,3.0,0,1,1,1,0,1
2.44,Average,90.0,8,2,2.44,0,1,1,1,1,5
3.0,Average,98.0,4,1,2.82,1,0,1,1,1,1
3.9,Good,100.0,2,1,3.9,1,1,1,1,0,2
3.33,Good,98.0,5,12,3.33,1,0,1,1,1,2
3.7,Good,97.0,3,2,3.7,0,0,1,1,1,2
3.98,Good,90.0,4,3,3.98,1,1,1,0,1,1
3.8,Good,100.0,2,1,3.4,1,0,1,0,0,1
3.81,Good,70.0,1,2,3.81,1,1,1,1,1,1
3.97,Good,90.0,1,3,3.97,1,1,1,0,0,0
3.33,Good,90.0,8,8,3.33,1,1,1,1,0,2
2.89,Average,70.0,3,3,2.68,1,0,1,0,1,5
3.84,Good,95.0,3,2,3.84,0,0,1,0,1,1
3.69,Good,75.0,2,1,3.54,1,0,1,0,1,1
3.15,Good,88.0,2,3,1.78,0,0,1,1,1,2
2.8,Average,90.0,2,3,2.32,1,1,1,1,0,1
4.0,Good,90.0,3,3,4.0,1,0,1,1,0,2
0.0,Poor,95.0,2,2,0.0,0,0,1,1,1,2
3.8,Good,90.0,5,1,3.8,0,0,1,1,1,2
2.91,Average,100.0,0,3,2.08,0,1,1,1,0,6
3.05,Good,95.0,2,1,3.05,0,0,1,0,1,2
3.45,Good,90.0,3,5,3.45,1,1,1,1,1,0
0.0,Poor,98.0,1,3,0.0,0,1,1,0,0,2
2.73,Average,96.0,4,3,2.73,1,1,1,1,1,2
3.29,Good,80.0,1,2,3.2,0,0,1,1,1,3
3.94,Good,100.0,6,2,3.96,1,0,1,1,1,2
3.69,Good,60.0,0,6,3.56,1,1,1,1,0,0
0.0,Poor,100.0,2,8,0.0,1,1,1,1,0,1
3.89,Good,100.0,2,1,3.89,1,1,1,1,0,1
0.0,Poor,100.0,2,7,0.0,1,1,1,0,1,1
3.36,Good,50.0,4,3,3.89,1,0,1,1,0,1
3.68,Good,10.0,3,2,3.68,1,1,1,1,0,1
0.0,Poor,100.0,1,3,0.0,1,1,1,1,1,2
2.93,Average,98.0,5,2,2.93,1,1,1,1,1,2
3.81,Good,100.0,4,2,3.81,1,0,1,1,0,2
3.37,Good,98.0,3,2,3.37,0,1,1,0,0,1
3.25,Good,100.0,3,3,3.25,1,0,1,1,1,1
2.89,Average,85.0,3,3,2.89,1,0,1,1,0,2
1.45,Poor,95.0,2,3,1.45,0,0,1,1,0,1
3.73,Good,98.0,2,4,3.73,0,1,1,0,1,2
3.18,Good,92.0,2,1,3.18,1,0,1,1,0,4
3.7,Good,99.0,5,4,3.5,0,1,1,1,0,1
2.9,Average,90.0,1,2,2.9,1,0,1,1,0,1
3.48,Good,95.0,6,2,3.48,1,0,1,1,1,2
3.6,Good,95.0,3,4,3.6,1,0,1,1,0,3
3.17,Good,90.0,2,2,3.13,0,0,1,1,1,4
1.42,Poor,90.0,3,2,1.42,1,0,1,1,1,2
3.13,Good,88.0,2,1,3.13,1,1,1,1,1,2
3.85,Good,100.0,3,2,3.85,1,0,1,1,1,1
3.6,Good,100.0,4,1,3.6,1,1,1,1,1,1
3.54,Good,100.0,2,1,3.54,1,0,1,1,1,1
3.55,Good,88.0,1,4,3.54,1,0,1,1,0,3
2.1,Average,95.0,3,4,2.1,0,0,1,1,0,6
2.5,Average,90.0,3,5,2.5,1,0,1,1,1,1
3.76,Good,90.0,7,1,3.31,1,0,1,1,0,5
3.75,Good,85.0,1,4,3.75,0,0,1,1,1,0
3.7,Good,98.0,6,2,3.7,1,0,1,1,1,3
3.5,Good,97.0,3,1,3.5,0,0,1,1,1,3
3.7,Good,90.0,3,4,3.7,1,1,1,1,0,2
3.24,Good,70.0,3,3,3.24,1,0,1,1,1,2
2.8,Average,99.0,2,2,2.3,0,1,1,1,0,1
3.6,Good,70.0,2,3,3.87,0,0,1,0,0,2
3.5,Good,37.0,3,4,3.24,1,1,1,1,1,1
3.65,Good,85.0,3,3,3.65,0,0,1,0,0,2
3.5,Good,80.0,4,3,3.52,1,0,1,1,1,2
2.73,Average,95.0,3,2,2.73,1,0,1,1,0,4
3.88,Good,90.0,3,1,3.79,1,0,1,1,1,2
3.91,Good,70.0,2,2,3.96,1,0,1,1,0,0
3.15,Good,90.0,5,2,3.15,0,1,1,1,1,1
3.4,Good,100.0,7,1,3.4,0,1,1,0,0,2
3.39,Good,90.0,2,1,3.49,0,1,1,1,0,2
3.85,Good,100.0,6,1,3.85,0,1,1,1,0,2
2.4,Average,90.0,4,1,2.02,0,1,1,1,0,2
3.38,Good,50.0,5,3,3.89,1,0,1,1,0,2
3.93,Good,90.0,2,2,3.93,1,1,1,1,1,3
3.9,Good,99.0,5,2,3.9,0,1,1,1,0,1
3.47,Good,95.0,3,3,3.47,1,1,1,1,1,1
3.7,Good,90.0,2,2,3.7,0,1,1,1,1,1
3.45,Good,100.0,4,2,3.45,1,1,1,1,0,2
3.73,Good,98.0,3,2,3.73,1,1,1,1,1,1
3.68,Good,95.0,4,2,3.73,1,1,1,1,1,3
3.65,Good,95.0,3,1,3.65,1,1,1,1,1,2
3.45,Good,100.0,4,3,3.45,1,1,1,1,1,2
2.58,Average,100.0,4,3,2.58,1,1,1,1,1,2
3.5,Good,98.0,4,2,1.87,1,0,1,0,1,5
3.15,Good,93.0,1,2,2.68,0,0,1,1,0,1
3.99,Good,98.0,4,1,3.96,1,1,1,1,1,3
3.73,Good,90.0,4,1,3.68,1,1,1,1,0,2
2.3,Average,50.0,5,10,3.35,1,0,1,1,0,2
2.86,Average,90.0,4,4,2.04,0,1,1,1,1,6
3.67,Good,95.0,0,2,3.74,1,1,1,1,0,1
3.75,Good,95.0,4,2,3.75,0,0,1,1,0,1
3.26,Good,90.0,2,1,3.3,0,0,1,1,1,2
3.45,Good,98.0,5,4,3.72,1,0,1,1,1,3
3.42,Good,88.0,4,3,3.21,0,0,1,1,1,2
3.65,Good,97.0,1,3,3.64,1,1,1,1,0,0
3.42,Good,90.0,3,5,2.86,1,1,1,1,0,2
3.88,Good,90.0,4,1,3.78,1,1,1,1,1,2
2.76,Average,99.0,5,5,2.66,0,1,1,1,0,2
2.87,Average,90.0,2,3,3.04,0,1,1,1,0,1
2.55,Average,80.0,1,4,1.76,0,0,1,1,0,1
3.71,Good,98.0,3,2,3.15,1,1,1,1,1,2
3.62,Good,100.0,2,1,4.0,1,1,1,1,1,4
3.58,Good,100.0,3,2,3.58,0,1,1,1,0,3
3.4,Good,88.0,6,2,3.4,0,1,1,1,0,2
2.77,Average,78.0,2,16,2.44,0,1,1,1,0,2
3.91,Good,97.0,6,1,3.94,1,1,1,1,0,1
2.85,Average,80.0,3,1,3.0,1,0,1,1,1,0
3.27,Good,85.0,1,3,3.32,1,1,1,1,0,1
2.8,Average,90.0,2,5,2.8,1,1,1,1,1,2
3.33,Good,99.0,3,3,3.39,0,0,1,1,1,2
4.0,Good,95.0,1,2,4.0,0,0,1,0,1,1
3.44,Good,100.0,1,1,3.2,1,1,1,1,1,2
2.9,Average,88.0,2,2,3.31,1,0,1,1,1,1
3.06,Good,85.0,5,4,2.96,0,1,0,1,1,1
3.68,Good,100.0,3,4,3.68,1,1,1,1,0,2
3.78,Good,100.0,4,6,3.78,0,1,1,1,1,2
3.68,Good,95.0,4,1,3.87,1,0,1,1,0,3
2.47,Average,95.0,10,2,2.68,1,1,1,1,0,2
3.9,Good,90.0,3,2,3.9,1,1,1,1,1,1
2.97,Average,90.0,2,2,2.65,0,0,1,1,0,4
3.65,Good,87.0,2,3,3.29,0,0,1,1,0,1
3.62,Good,97.0,3,2,3.14,0,1,1,1,1,2
3.39,Good,80.0,4,8,3.15,0,0,1,1,1,10
3.55,Good,100.0,2,2,3.46,1,1,1,1,1,3
3.17,Good,99.0,1,3,3.32,0,0,1,1,1,0
3.36,Good,95.0,3,4,3.21,1,1,1,1,0,2
3.93,Good,100.0,5,2,3.93,1,0,1,1,1,4
3.76,Good,90.0,6,1,3.94,0,0,1,1,0,3
2.31,Average,95.0,4,3,2.87,0,0,1,1,1,2
3.27,Good,100.0,3,2,3.31,0,0,1,1,1,2
4.0,Good,99.0,5,1,4.0,1,1,1,1,1,1
4.0,Good,100.0,0,4,4.0,1,0,1,1,0,1
2.68,Average,75.0,1,2,2.08,1,0,1,1,1,1
2.64,Average,80.0,6,3,2.62,0,1,1,1,1,2
3.89,Good,100.0,2,8,3.89,1,1,1,1,1,2
2.88,Average,70.0,2,8,2.75,0,1,1,1,1,1
3.97,Good,98.0,5,2,4.0,0,0,0,1,0,3
3.57,Good,95.0,3,2,3.57,1,0,1,1,0,2
3.41,Good,98.0,2,2,3.19,1,0,1,1,1,0
3.9,Good,99.0,8,2,3.6,1,0,1,1,0,3
2.88,Average,85.0,6,6,2.88,0,1,1,1,1,3
2.74,Average,90.0,3,6,2.74,1,0,1,0,1,2
2.55,Average,50.0,5,3,1.41,0,1,1,0,0,3
3.32,Good,100.0,5,3,3.42,0,0,1,1,1,2
3.08,Good,99.0,5,3,3.1,0,0,1,1,1,2
3.86,Good,90.0,2,1,3.96,1,0,1,1,0,2
3.29,Good,70.0,3,2,3.29,1,0,1,1,1,1
3.75,Good,100.0,3,3,3.75,1,1,1,1,0,2
3.8,Good,100.0,5,2,3.66,1,0,1,1,1,2
0.0,Poor,97.0,2,1,0.0,1,1,1,1,1,2
3.71,Good,90.0,4,1,3.88,1,0,1,1,1,2
3.89,Good,90.0,2,1,4.0,1,1,1,1,0,2
3.42,Good,90.0,2,3,3.64,1,1,0,1,1,2
2.41,Average,90.0,2,3,2.4,1,1,1,1,1,2
2.67,Average,90.0,2,3,2.67,0,0,1,0,0,2
2.86,Average,80.0,4,3,2.86,1,0,1,1,1,3
3.07,Good,80.0,1,2,2.63,1,0,1,1,0,1
3.74,Good,96.0,3,1,3.48,0,1,1,1,1,2
3.75,Good,99.0,1,4,3.75,1,1,1,1,0,1
3.88,Good,95.0,2,1,3.94,1,1,1,1,1,2
0.0,Poor,100.0,2,5,0.0,1,1,1,0,1,1
4.0,Good,99.0,2,2,4.0,1,0,1,1,1,2
3.63,Good,80.0,2,2,3.5,1,0,1,1,1,1
1.75,Poor,85.0,3,2,1.91,1,0,1,1,0,1
3.85,Good,90.0,2,1,3.85,1,1,1,1,0,1
2.77,Average,95.0,1,2,1.97,0,1,1,1,1,2
3.51,Good,98.0,2,2,3.51,1,1,1,1,1,3
3.85,Good,95.0,3,2,3.85,0,0,1,1,1,2
4.0,Good,90.0,3,5,4.0,1,1,1,1,1,2
3.21,Good,90.0,4,1,3.21,0,0,1,1,1,1
3.65,Good,95.0,3,2,3.15,1,0,1,1,1,2
3.1,Good,80.0,4,1,3.1,1,0,1,1,1,1
3.47,Good,90.0,1,2,3.22,1,0,1,1,1,3
3.77,Good,70.0,3,4,3.52,1,1,1,1,0,2
3.32,Good,85.0,2,2,3.24,1,0,1,1,1,1
3.95,Good,90.0,10,2,3.94,0,1,1,1,0,4
2.85,Average,80.0,4,7,2.5,0,0,1,1,0,1
2.85,Average,88.0,3,3,2.65,0,1,1,1,0,5
2.91,Average,80.0,1,6,2.91,1,1,1,0,0,1
2.83,Average,100.0,5,1,3.22,0,1,1,1,1,1
3.48,Good,100.0,1,1,3.67,1,1,1,1,0,1
4.0,Good,99.0,1,2,4.0,1,0,1,1,0,2
3.92,Good,95.0,3,5,3.92,1,1,1,1,1,1
3.05,Good,90.0,6,6,3.02,0,0,1,1,1,5
3.69,Good,100.0,13,1,3.77,0,1,1,1,0,2
3.7,Good,96.0,2,3,3.89,0,1,1,1,1,1
2.86,Average,90.0,4,1,3.06,0,1,1,1,1,2
3.01,Good,57.0,1,4,3.66,0,1,1,1,0,3
2.54,Average,100.0,3,3,2.15,1,1,1,1,1,4
3.29,Good,85.0,1,1,3.39,1,1,1,1,0,2
3.54,Good,95.0,2,2,3.78,0,0,1,1,1,1
3.51,Good,90.0,6,4,3.51,0,1,1,1,1,4
2.9,Average,60.0,1,2,2.92,0,1,1,1,1,1
2.45,Average,90.0,5,3,2.13,0,1,1,1,1,2
2.8,Average,80.0,2,2,3.4,0,0,1,1,0,1
0.0,Poor,98.0,3,2,0.0,1,1,1,1,1,1
3.5,Good,80.0,2,1,3.4,1,1,1,1,1,3
3.01,Good,100.0,1,1,2.59,0,1,1,1,1,1
3.77,Good,97.0,2,3,3.78,1,0,1,1,1,1
1.75,Poor,95.0,2,10,1.75,1,1,1,1,0,2
3.65,Good,98.0,0,2,3.4,0,0,1,1,0,0
1.64,Poor,99.0,7,3,1.52,1,0,1,1,1,1
3.37,Good,90.0,2,4,3.66,0,1,1,1,1,3
3.12,Good,90.0,1,2,3.5,0,0,1,1,0,3
3.55,Good,70.0,2,4,3.59,0,1,1,1,1,2
3.03,Good,100.0,4,3,3.03,1,0,1,1,1,3
3.9,Good,90.0,2,2,3.94,1,0,1,1,1,1
4.0,Good,95.0,3,2,4.0,1,1,1,1,1,3
3.44,Good,97.0,3,4,3.49,0,1,1,1,1,3
3.1,Good,90.0,1,1,3.0,1,1,1,1,1,1
3.34,Good,91.0,3,1,3.45,0,1,1,1,1,6
3.5,Good,90.0,2,4,3.58,0,0,1,1,0,2
2.61,Average,80.0,4,3,2.96,0,0,1,1,1,1
3.53,Good,90.0,2,2,3.38,1,0,1,1,1,1
3.07,Good,95.0,2,3,3.12,1,0,1,1,1,1
2.88,Average,98.0,3,2,2.86,0,0,1,1,1,2
3.27,Good,90.0,4,1,3.1,0,0,1,1,1,1
3.92,Good,95.0,1,1,3.92,1,1,1,1,0,2
2.64,Average,95.0,3,5,2.76,0,0,1,1,0,2
3.78,Good,70.0,2,6,3.52,1,0,1,1,1,1
3.9,Good,90.0,3,1,4.0,1,0,0,1,0,3
3.78,Good,90.0,3,3,3.84,1,1,1,1,0,2
3.46,Good,86.0,1,6,3.44,0,1,1,1,0,2
3.0,Average,99.0,3,2,3.11,0,1,1,1,1,1
2.98,Average,100.0,4,2,2.98,1,1,1,1,1,1
3.43,Good,100.0,3,6,3.43,1,0,1,1,0,3
3.98,Good,90.0,9,3,3.98,1,0,1,1,1,2
3.15,Good,90.0,2,2,3.08,0,1,1,1,1,3
3.16,Good,100.0,2,2,3.1,0,0,1,1,1,5
2.46,Average,95.0,3,1,2.37,0,1,1,1,0,1
0.0,Poor,85.0,4,2,0.0,1,0,1,1,0,2
3.58,Good,90.0,1,2,3.58,1,0,1,1,0,1
3.47,Good,100.0,4,3,3.36,1,1,1,1,1,4
0.0,Poor,95.0,3,2,0.0,1,1,1,1,1,1
0.0,Poor,95.0,2,1,0.0,1,0,1,1,1,2
0.0,Poor,62.0,4,2,0.0,1,1,1,1,1,2
2.19,Average,90.0,3,3,2.9,0,1,1,1,1,2
3.25,Good,90.0,4,3,3.32,0,0,1,1,1,1
3.15,Good,0.0,6,2,3.3,0,0,1,1,1,1
3.78,Good,95.0,4,3,3.92,0,0,1,1,0,6
2.5,Average,80.0,1,12,2.8,0,0,1,1,1,4
2.9,Average,98.0,3,3,3.33,1,0,1,0,1,2
3.4,Good,87.0,3,1,3.54,1,0,1,1,0,3
3.81,Good,98.0,5,2,3.66,1,1,1,1,0,2
3.13,Good,80.0,2,2,3.78,0,0,1,1,1,3
3.81,Good,99.0,5,3,3.82,0,0,1,1,1,1
3.93,Good,95.0,4,1,4.0,1,1,1,1,1,4
3.54,Good,80.0,4,1,3.54,1,0,1,1,1,2
2.55,Average,95.0,4,2,2.55,1,0,1,1,1,2
3.4,Good,90.0,3,2,3.4,1,0,1,1,0,2
3.59,Good,90.0,3,5,3.65,0,0,1,1,0,2
3.62,Good,94.0,3,4,3.62,1,1,1,1,0,2
3.45,Good,90.0,2,1,3.7,0,1,1,1,0,1
3.5,Good,95.0,3,2,3.5,1,1,1,1,1,1
3.48,Good,100.0,5,3,3.48,1,1,1,1,1,4
2.92,Average,100.0,3,3,3.01,0,0,1,0,1,2
3.56,Good,100.0,4,3,3.86,1,1,1,1,1,2
3.81,Good,98.0,4,10,3.38,1,1,1,1,1,2
3.42,Good,90.0,5,2,3.07,1,1,1,1,1,1
3.56,Good,96.0,3,5,3.59,1,1,1,1,0,3
3.06,Good,90.0,2,6,2.59,0,0,1,1,1,4
3.24,Good,99.0,2,2,3.3,0,0,1,1,0,0
3.78,Good,99.0,4,10,3.72,1,1,1,1,1,2
3.9,Good,100.0,3,2,3.9,1,1,1,1,1,1
2.65,Average,75.0,2,5,2.55,0,0,1,1,1,1
2.8,Average,85.0,4,2,3.0,1,0,1,1,0,3
2.59,Average,80.0,4,2,2.0,1,0,1,1,1,1
3.9,Good,95.0,5,2,3.96,1,0,1,1,1,4
3.7,Good,80.0,2,1,3.7,1,1,1,1,1,1
3.3,Good,90.0,5,7,3.3,0,0,1,1,0,3
3.51,Good,95.0,5,2,3.2,0,0,1,1,0,2
3.67,Good,90.0,4,3,3.57,1,1,1,1,1,4
3.11,Good,100.0,3,1,3.37,0,1,1,1,1,1
2.85,Average,97.0,4,1,3.17,1,0,1,1,1,2
3.45,Good,90.0,1,1,3.5,0,0,1,1,1,1
3.78,Good,90.0,4,1,3.78,0,0,1,1,1,3
3.59,Good,87.0,2,1,3.9,1,1,1,1,1,3
2.5,Average,50.0,4,4,2.94,0,1,1,1,0,1
2.8,Average,80.0,3,5,2.89,1,1,1,1,0,2
2.56,Average,90.0,4,2,1.8,0,0,1,1,0,1
3.75,Good,85.0,4,3,2.78,0,0,1,1,0,4
2.38,Average,100.0,1,2,1.45,0,0,1,0,1,4
3.54,Good,100.0,5,2,2.45,0,0,1,1,1,2
2.45,Average,80.0,6,4,1.45,1,0,1,0,0,1
3.19,Good,100.0,3,7,2.0,0,0,1,1,0,2
3.99,Good,100.0,1,8,2.89,1,0,1,1,1,2
3.75,Good,70.0,2,8,2.88,0,0,1,1,1,1
2.98,Average,60.0,3,7,1.87,0,0,1,1,1,2
3.53,Good,54.0,1,3,2.44,0,0,1,0,1,3
3.65,Good,90.0,4,2,2.8,0,0,1,0,1,1
3.47,Good,100.0,6,2,2.11,0,0,1,1,1,2
3.49,Good,87.0,4,3,2.37,0,0,1,1,0,2
3.8,Good,87.0,3,3,2.75,0,0,1,1,0,2
2.91,Average,100.0,3,4,1.98,0,0,1,1,1,3
3.7,Good,100.0,2,3,2.64,0,0,1,1,1,2
2.66,Average,77.0,6,11,1.77,0,0,1,1,0,6
2.77,Average,95.0,4,7,2.19,0,0,1,1,0,1
3.19,Good,70.0,5,7,2.19,1,0,1,1,1,3
2.98,Average,86.0,3,9,1.98,0,0,1,1,0,2
2.9,Average,78.0,4,2,1.83,0,0,1,1,0,4
2.82,Average,100.0,3,9,1.87,0,0,1,1,1,2
3.71,Good,68.0,1,3,2.65,0,0,1,1,0,2
3.45,Good,90.0,6,4,2.19,1,0,1,1,1,5
3.4,Good,100.0,3,4,2.5,1,0,1,1,1,1
3.85,Good,100.0,2,3,2.82,0,0,1,1,0,4
2.68,Average,50.0,2,2,1.34,0,0,1,1,0,2
3.79,Good,78.0,1,4,2.68,0,0,1,1,1,2
2.98,Average,80.0,2,1,1.97,0,0,1,1,0,1
3.86,Good,100.0,5,3,2.76,1,0,1,1,0,4
2.79,Average,45.0,4,7,1.72,0,0,1,1,1,2
3.75,Good,100.0,2,2,2.62,0,0,1,1,0,4
2.59,Average,87.0,2,2,1.51,0,0,1,1,0,4
2.53,Average,95.0,2,2,1.45,0,0,1,0,0,2
3.24,Good,100.0,2,4,2.16,0,0,1,0,0,2
3.62,Good,100.0,2,2,2.56,0,0,1,1,0,2
3.1,Good,100.0,1,7,1.97,1,0,1,1,1,3
3.31,Good,90.0,2,3,2.33,0,0,1,1,0,1
2.68,Average,100.0,2,3,1.6,0,0,1,1,0,2
3.22,Good,80.0,4,6,2.11,0,0,1,1,0,3
2.16,Average,100.0,3,7,1.19,0,0,1,1,0,2
3.78,Good,100.0,4,5,2.65,0,0,1,1,1,2
3.7,Good,100.0,2,2,2.67,0,0,1,1,1,1
3.51,Good,46.0,3,3,2.44,0,0,1,1,0,2
2.68,Average,75.0,3,3,1.65,0,0,1,1,1,1
3.61,Good,78.0,2,3,2.54,0,0,1,1,0,2
3.61,Good,100.0,2,2,2.5,0,0,1,1,0,2
3.39,Good,100.0,4,8,2.07,0,0,1,1,0,2
2.64,Average,100.0,4,6,1.77,0,0,1,1,1,1
3.21,Good,90.0,3,5,2.11,1,0,1,1,0,2
3.41,Good,46.0,2,2,2.33,0,0,1,0,1,4
3.84,Good,100.0,3,3,2.77,0,0,1,1,1,4
3.98,Good,100.0,4,2,2.87,1,0,1,1,1,3
3.43,Good,100.0,3,7,2.19,0,0,1,1,0,2
3.39,Good,100.0,2,8,2.11,0,0,1,1,1,2
3.57,Good,51.0,1,2,2.51,0,0,1,1,1,4
