What is your current CGPA?,PerformanceLevel,attendance_pct,How many hour do you study daily?,How many hour do you spent daily in social media?,What was your previous SGPA?,merit_scholar,uses_univ_transport,uses_smartphone,has_computer,attends_consultancy,How many hour do you spent daily on your skill development?
3.38,Good,100.0,3,3,2.22,0,0,1,1,0,2
2.91,Average,34.0,2,2,1.86,0,0,1,1,0,3
2.95,Average,50.0,1,8,1.87,0,0,1,0,0,1
3.91,Good,87.0,5,3,2.88,1,0,1,1,1,2
3.1,Good,99.0,3,6,1.91,0,0,1,1,0,1
2.9,Average,100.0,3,2,1.81,0,0,1,1,0,2
2.8,Average,56.0,2,2,1.72,0,0,1,1,1,2
2.63,Average,76.0,1,3,1.56,0,0,1,1,1,2
3.39,Good,100.0,1,4,2.23,0,0,1,1,0,2
3.74,Good,100.0,2,3,2.67,0,0,1,1,1,2
2.87,Average,63.0,4,4,1.65,0,0,1,1,0,2
3.88,Good,90.0,2,6,2.44,0,0,1,1,1,2
2.63,Average,68.0,4,3,1.56,0,0,1,1,0,4
3.21,Good,80.0,6,4,2.21,0,0,1,1,0,4
3.68,Good,100.0,1,3,2.61,0,0,1,1,0,1
3.5,Good,100.0,3,2,2.41,0,0,1,1,1,2
2.66,Average,100.0,2,3,1.57,0,0,1,1,0,2
3.8,Good,100.0,4,2,2.73,1,0,1,1,1,2
3.93,Good,100.0,2,2,2.87,0,0,1,1,1,4
2.66,Average,100.0,3,3,1.56,0,0,1,1,0,3
3.98,Good,100.0,3,8,2.87,0,0,1,1,0,3
2.85,Average,89.0,3,7,1.79,0,0,1,1,0,1
3.93,Good,100.0,7,3,2.88,1,0,1,1,0,2
3.84,Good,100.0,4,2,2.78,0,0,1,1,0,1
3.19,Good,98.0,1,4,2.36,1,0,1,1,0,3
3.15,Good,100.0,3,4,2.03,0,0,1,1,1,3
3.9,Good,78.0,5,1,2.83,1,0,1,1,1,4
3.78,Good,100.0,5,4,2.44,1,0,1,1,0,1
2.99,Average,50.0,5,5,1.66,0,0,1,1,1,3
3.76,Good,80.0,6,3,2.54,0,1,1,1,0,2
3.59,Good,99.0,2,4,2.79,1,0,1,1,0,1
2.67,Average,77.0,2,6,1.55,0,0,1,1,1,2
2.57,Average,100.0,4,2,1.25,0,0,1,1,0,2
3.61,Good,100.0,4,2,2.56,0,0,1,1,0,2
3.7,Good,100.0,4,3,2.64,0,0,1,1,0,1
2.67,Average,78.0,3,7,1.45,1,0,1,1,0,2
2.87,Average,70.0,3,3,1.56,0,0,1,1,0,3
3.37,Good,70.0,6,5,2.1,1,0,1,1,1,5
3.28,Good,60.0,2,3,2.1,0,0,1,0,0,1
2.64,Average,100.0,2,2,1.54,0,0,1,1,1,4
3.43,Good,80.0,1,2,2.39,0,0,1,1,1,1
3.87,Good,80.0,4,2,2.51,0,0,1,1,0,3
3.89,Good,79.0,2,1,2.81,1,0,1,1,0,2
3.54,Good,88.0,2,2,2.45,0,0,1,1,1,1
3.72,Good,100.0,3,3,2.66,0,0,1,1,0,2
3.23,Good,80.0,6,4,2.04,1,0,0,1,1,1
3.56,Good,100.0,4,6,2.29,0,0,1,1,0,2
3.77,Good,88.0,4,7,2.55,0,0,1,1,1,3
3.89,Good,100.0,4,2,2.9,1,0,1,1,1,3
3.42,Good,100.0,3,3,2.34,0,0,1,1,0,2
3.11,Good,100.0,3,4,2.08,0,0,1,1,1,2
3.5,Good,100.0,3,10,2.51,0,0,1,1,1,3
3.33,Good,100.0,4,8,2.13,0,0,1,1,0,3
2.56,Average,35.0,2,2,1.43,0,0,1,1,0,1
2.33,Average,100.0,2,3,1.26,0,0,1,1,0,1
2.6,Average,56.0,2,3,1.56,0,0,1,1,1,4
2.81,Average,100.0,2,1,1.75,0,0,1,1,0,4
2.87,Average,100.0,2,7,1.76,0,0,1,1,0,3
2.53,Average,100.0,6,4,1.34,0,0,1,1,1,2
3.95,Good,100.0,5,4,2.91,0,0,1,1,1,3
3.52,Good,45.0,2,2,2.46,0,0,1,1,0,4
2.98,Average,70.0,3,7,1.67,0,0,1,1,0,3
2.66,Average,100.0,2,2,2.66,1,0,1,1,1,3
3.68,Good,65.0,1,3,2.65,0,0,1,1,0,2
3.91,Good,100.0,2,5,2.8,0,0,1,1,0,4
2.67,Average,100.0,5,6,1.46,0,0,1,1,0,1
2.73,Average,89.0,2,2,1.67,0,0,1,1,0,4
2.58,Average,62.0,3,3,1.35,0,0,1,1,0,1
3.66,Good,78.0,3,2,2.56,0,0,1,1,0,2
3.78,Good,100.0,1,5,2.67,0,0,1,1,0,3
3.61,Good,41.0,2,1,2.56,0,0,1,1,1,2
3.75,Good,86.0,2,2,2.67,0,0,1,1,0,2
3.55,Good,100.0,3,2,2.46,0,0,1,1,1,1
2.65,Average,83.0,1,3,1.44,0,0,1,1,1,2
3.62,Good,100.0,3,1,2.53,0,0,1,1,0,4
3.88,Good,100.0,2,5,2.79,0,0,1,1,0,3
3.82,Good,100.0,3,3,2.75,1,0,1,1,1,4
2.73,Average,100.0,1,2,1.68,0,0,1,1,0,4
2.77,Average,77.0,4,2,1.67,0,0,1,1,1,4
2.8,Average,84.0,2,3,1.76,1,0,1,1,1,4
3.9,Good,100.0,4,4,2.88,0,0,1,1,1,2
3.61,Good,100.0,2,3,2.54,0,0,1,1,0,2
2.82,Average,100.0,4,1,1.76,0,0,1,1,0,2
3.64,Good,100.0,3,2,2.54,0,0,1,1,0,2
2.68,Average,100.0,3,2,1.54,0,0,1,1,1,1
2.5,Average,35.0,2,2,1.46,0,0,1,1,0,2
3.97,Good,100.0,6,7,2.91,1,0,1,1,0,4
2.89,Average,100.0,3,3,1.8,0,0,1,1,0,2
3.8,Good,100.0,5,3,2.78,1,0,1,1,0,4
2.56,Average,67.0,3,8,1.65,1,0,1,1,1,2
3.87,Good,100.0,2,4,2.32,1,0,1,1,0,2
2.63,Average,35.0,3,1,1.57,0,0,1,1,0,2
3.93,Good,100.0,3,3,2.85,1,0,1,1,0,4
3.84,Good,68.0,3,1,2.74,0,0,1,1,0,4
3.03,Good,100.0,3,7,2.13,0,0,1,1,0,3
3.91,Good,100.0,6,1,2.91,1,0,1,1,0,4
2.49,Average,100.0,3,2,1.43,0,0,1,1,0,1
2.89,Average,86.0,2,5,1.98,0,0,1,0,0,3
3.89,Good,100.0,1,5,2.91,1,0,1,1,1,1
3.48,Good,95.0,2,3,2.5,1,0,1,1,1,1
3.65,Good,100.0,5,5,2.85,0,0,1,1,0,3
3.5,Good,90.0,5,6,2.2,0,0,1,1,0,2
3.48,Good,99.0,3,5,2.48,1,0,1,1,1,3
3.93,Good,98.0,4,3,2.87,0,0,1,1,0,2
3.35,Good,99.0,2,4,2.56,1,0,1,0,1,2
3.45,Good,100.0,4,7,2.31,0,0,1,1,1,1
3.56,Good,100.0,3,3,2.45,0,0,1,1,1,2
3.34,Good,90.0,4,5,2.09,0,0,1,1,1,2
3.55,Good,65.0,3,3,2.45,0,0,1,1,0,2
3.77,Good,72.0,2,3,2.67,0,0,1,1,0,4
2.97,Average,42.0,2,3,1.89,0,0,1,1,1,3
3.74,Good,68.0,2,3,2.67,0,0,1,0,0,4
3.8,Good,47.0,2,2,2.74,1,0,1,1,0,2
2.88,Average,90.0,3,8,1.61,0,0,1,1,1,2
3.63,Good,86.0,4,2,2.54,0,0,1,1,0,4
2.55,Average,79.0,2,3,1.46,0,0,1,1,1,2
3.79,Good,100.0,2,2,2.65,1,0,1,1,0,4
2.92,Average,46.0,3,3,1.88,0,0,1,1,0,2
3.8,Good,78.0,2,3,2.77,1,0,1,1,1,1
2.97,Average,90.0,4,6,1.98,0,0,1,1,0,2
2.88,Average,23.0,2,3,1.81,0,0,1,1,1,4
3.9,Good,55.0,2,3,2.87,0,0,1,1,1,1
2.67,Average,100.0,2,4,1.76,0,0,1,1,1,8
3.4,Good,32.0,3,2,2.34,0,0,1,1,0,2
3.28,Good,100.0,5,5,2.07,0,0,1,1,1,1
3.51,Good,89.0,2,2,2.45,0,0,1,1,0,4
3.79,Good,68.0,5,3,2.66,0,1,1,1,1,2
3.85,Good,100.0,6,2,2.77,1,0,1,1,0,4
3.7,Good,100.0,5,3,2.63,0,0,1,1,0,2
3.79,Good,80.0,3,2,2.81,1,0,1,1,0,2
3.44,Good,100.0,2,3,2.44,0,0,1,1,1,1
3.22,Good,70.0,1,5,2.5,0,0,1,1,1,5
3.8,Good,100.0,2,6,2.55,0,0,1,1,1,1
3.35,Good,100.0,3,5,2.22,0,0,1,1,1,2
3.64,Good,100.0,3,3,2.56,0,0,1,1,1,2
3.0,Average,100.0,3,7,1.99,0,0,1,1,0,2
2.62,Average,34.0,3,2,1.56,0,0,1,1,1,1
3.77,Good,79.0,4,2,2.67,0,0,1,1,1,2
3.44,Good,100.0,4,6,2.31,0,0,1,0,0,2
2.37,Average,76.0,2,3,1.26,0,0,1,1,1,4
2.78,Average,66.0,1,4,1.55,0,0,1,1,1,4
3.71,Good,100.0,2,2,2.64,0,0,1,1,0,4
3.81,Good,100.0,1,2,2.76,0,0,1,1,0,2
2.45,Average,88.0,4,7,1.62,0,0,1,1,0,1
3.6,Good,80.0,2,4,2.88,1,0,1,1,0,2
3.57,Good,90.0,3,6,2.61,0,0,1,1,1,4
3.79,Good,100.0,1,2,2.85,1,0,1,1,1,2
3.7,Good,100.0,5,10,2.19,0,0,1,0,0,1
2.81,Average,60.0,2,4,1.9,0,0,1,1,1,2
3.08,Good,75.0,5,7,1.89,0,0,1,1,0,3
3.81,Good,100.0,1,10,2.77,0,0,1,1,1,1
2.95,Average,95.0,2,8,1.4,0,0,1,1,0,1
2.87,Average,50.0,5,4,1.76,1,0,1,1,0,1
3.83,Good,100.0,5,2,2.66,1,0,1,1,1,1
2.62,Average,35.0,2,2,1.56,0,0,1,1,1,1
3.91,Good,100.0,3,3,2.87,0,0,1,1,1,4
3.23,Good,87.0,4,7,2.09,1,0,1,1,0,3
2.66,Average,86.0,5,2,1.56,0,0,1,1,1,2
3.89,Good,100.0,7,3,2.78,1,0,1,1,0,2
3.51,Good,67.0,1,2,2.45,0,0,1,1,1,2
3.89,Good,95.0,3,3,2.78,0,0,1,1,0,1
2.73,Average,100.0,5,3,1.67,0,0,1,1,1,2
2.68,Average,100.0,2,9,1.55,0,0,1,0,0,4
2.88,Average,77.0,2,10,1.87,0,0,1,1,0,2
2.63,Average,85.0,4,2,1.56,0,0,1,1,0,4
3.5,Good,100.0,2,6,2.7,0,0,1,1,1,1
3.8,Good,89.0,2,2,2.76,0,0,1,0,1,4
2.56,Average,68.0,2,3,1.45,0,0,1,1,0,4
2.76,Average,90.0,5,6,1.55,0,0,1,1,0,2
3.73,Good,87.0,2,2,2.67,0,0,1,1,0,4
3.9,Good,86.0,2,3,2.86,0,0,1,1,1,1
3.25,Good,80.0,4,2,2.03,0,0,1,1,0,3
3.65,Good,95.0,4,7,2.31,0,0,1,1,0,2
3.78,Good,100.0,4,3,2.66,1,0,1,0,0,3
3.26,Good,100.0,6,3,2.11,0,0,1,1,0,2
2.7,Average,100.0,3,3,1.67,0,0,1,1,0,4
3.44,Good,97.0,3,5,2.4,1,0,1,1,1,3
2.81,Average,30.0,3,10,1.55,0,0,1,1,0,1
3.59,Good,90.0,5,9,2.55,1,0,1,1,1,1
3.56,Good,87.0,1,3,2.45,0,0,1,1,1,4
3.87,Good,100.0,6,2,2.77,1,0,1,1,1,3
3.6,Good,100.0,3,3,2.53,0,0,1,1,0,2
2.71,Average,43.0,3,3,1.65,0,0,1,1,1,2
3.68,Good,70.0,3,9,2.32,0,0,1,1,0,3
3.7,Good,76.0,1,2,2.61,0,0,1,1,0,2
2.61,Average,54.0,2,3,1.55,0,0,1,1,0,4
3.67,Good,100.0,4,8,2.23,0,0,1,1,1,2
3.34,Good,60.0,1,3,2.45,0,0,1,1,1,3
3.56,Good,90.0,1,3,2.11,0,0,1,1,0,1
2.62,Average,77.0,3,5,1.59,0,0,1,1,0,1
3.67,Good,100.0,5,3,2.56,0,0,1,1,0,4
3.77,Good,100.0,6,3,2.76,0,0,1,0,0,1
3.8,Good,100.0,2,3,2.76,0,0,1,1,1,4
3.7,Good,100.0,3,2,2.61,0,0,1,0,0,4
3.86,Good,100.0,1,3,2.75,1,0,1,1,0,4
3.11,Good,90.0,2,3,1.98,1,0,1,1,0,3
3.87,Good,100.0,6,3,2.77,1,0,1,1,0,3
2.82,Average,78.0,2,5,1.79,0,0,1,1,1,2
2.91,Average,100.0,3,2,1.88,0,0,1,1,0,2
3.49,Good,71.0,3,7,2.38,0,0,1,1,0,1
3.21,Good,100.0,4,5,2.08,0,0,1,1,1,1
3.4,Good,70.0,5,7,1.89,0,0,1,1,0,1
2.47,Average,31.0,2,5,1.21,0,0,1,1,1,1
2.86,Average,60.0,3,6,1.81,0,0,1,1,1,2
3.68,Good,100.0,5,8,2.45,0,0,1,1,1,3
2.66,Average,100.0,2,2,1.56,0,0,1,1,1,2
2.68,Average,100.0,3,3,1.6,0,0,1,1,0,2
2.89,Average,56.0,2,3,1.81,0,0,1,1,0,2
2.81,Average,100.0,3,2,1.76,0,0,1,1,1,5
2.65,Average,86.0,2,2,1.57,0,0,1,1,1,4
3.45,Good,100.0,3,5,2.05,0,0,1,1,0,2
3.47,Good,67.0,3,1,2.38,0,0,1,1,0,2
3.73,Good,100.0,2,2,2.67,0,0,1,0,0,1
2.67,Average,100.0,3,2,1.56,0,0,1,1,1,2
2.96,Average,100.0,2,3,1.91,0,0,1,1,1,1
3.18,Good,70.0,3,2,1.89,0,0,1,1,0,2
3.88,Good,100.0,4,6,2.76,0,0,1,1,0,1
3.84,Good,100.0,3,3,2.76,0,0,1,1,0,2
3.87,Good,76.0,5,2,2.7,1,0,1,1,0,1
3.64,Good,100.0,2,3,2.56,0,1,1,1,0,2
2.84,Average,78.0,1,2,1.81,0,0,1,1,1,1
3.36,Good,98.0,2,8,2.53,0,0,1,1,0,3
3.57,Good,90.0,2,7,2.54,0,0,1,1,1,2
3.5,Good,80.0,4,4,2.45,0,0,1,1,1,1
4.0,Good,100.0,8,2,2.91,1,1,1,1,0,4
3.77,Good,54.0,1,2,2.67,0,0,1,1,1,4
3.88,Good,77.0,5,8,2.33,0,0,1,1,1,2
3.91,Good,100.0,1,3,2.87,0,0,1,1,0,4
3.23,Good,100.0,3,9,2.09,0,0,1,0,0,4
2.73,Average,77.0,2,3,1.67,0,0,1,1,1,2
2.39,Average,45.0,1,10,1.15,0,0,1,1,0,1
3.64,Good,100.0,2,3,2.56,0,0,1,1,1,4
2.94,Average,100.0,3,3,1.99,0,0,1,0,0,3
3.8,Good,100.0,6,4,2.78,1,0,1,1,0,3
3.3,Good,100.0,3,7,2.21,0,0,1,1,0,1
2.51,Average,100.0,3,3,1.46,0,0,1,1,0,1
3.78,Good,64.0,2,2,2.67,1,0,1,1,0,4
3.78,Good,100.0,5,7,2.32,0,0,1,0,1,2
3.41,Good,79.0,4,7,2.22,0,0,1,1,0,3
2.97,Average,80.0,4,7,1.88,0,0,1,1,1,1
2.52,Average,73.0,2,3,1.45,0,0,1,1,0,2
2.62,Average,87.0,3,2,1.54,0,0,1,1,0,4
3.86,Good,100.0,3,3,2.78,0,0,1,1,1,1
3.41,Good,80.0,2,3,2.1,0,0,1,1,0,4
3.63,Good,100.0,5,2,2.57,0,0,1,0,1,1
3.59,Good,100.0,2,4,2.44,0,0,1,1,0,1
2.77,Average,78.0,3,2,1.67,0,0,1,1,0,1
2.61,Average,100.0,3,5,1.55,0,0,1,1,0,1
3.42,Good,100.0,2,2,2.34,0,0,1,1,0,1
2.95,Average,80.0,2,6,1.54,0,0,1,1,0,2
3.03,Good,70.0,4,5,2.0,0,0,1,1,1,2
2.66,Average,50.0,2,10,1.35,0,0,1,1,1,2
3.34,Good,100.0,6,3,2.64,0,0,1,1,1,4
3.0,Average,50.0,3,8,1.7,0,0,1,1,0,1
3.93,Good,88.0,3,7,2.9,0,0,1,1,0,5
3.1,Good,80.0,5,6,1.9,0,0,1,1,1,3
3.08,Good,75.0,3,9,2.01,0,0,1,1,0,2
3.89,Good,100.0,5,2,2.33,1,0,1,1,1,4
2.9,Average,70.0,6,4,1.6,1,1,1,1,0,3
3.4,Good,96.0,4,3,2.67,1,1,1,1,0,3
2.8,Average,95.0,2,1,1.05,0,1,1,1,1,4
2.54,Average,100.0,7,3,1.47,0,1,1,0,1,2
1.42,Poor,100.0,2,1,1.58,0,1,1,1,1,3
2.39,Average,90.0,6,4,2.45,0,1,1,1,0,5
2.8,Average,89.0,3,2,1.87,0,1,1,1,0,4
3.47,Good,70.0,3,8,2.33,0,1,1,1,0,1
3.92,Good,100.0,1,2,2.9,0,1,1,1,0,2
2.63,Average,60.0,3,5,1.78,0,1,1,1,0,3
3.91,Good,100.0,4,7,2.77,0,1,1,1,0,2
3.03,Good,100.0,4,5,1.98,0,1,1,1,0,2
2.65,Average,35.0,5,11,1.43,0,1,1,1,1,2
3.96,Good,100.0,5,3,2.77,1,1,1,1,0,3
3.9,Good,43.0,2,3,2.81,1,1,1,1,0,4
3.2,Good,70.0,3,3,2.1,0,1,1,1,0,2
2.92,Average,67.0,2,2,1.87,0,1,1,1,0,4
3.74,Good,100.0,1,7,2.58,1,1,1,1,1,1
2.82,Average,80.0,3,7,1.77,0,1,1,1,1,2
3.33,Good,88.0,3,7,2.16,0,1,1,1,1,3
3.81,Good,100.0,1,2,2.53,1,1,1,0,0,3
3.64,Good,98.0,3,3,2.75,0,1,1,1,1,2
3.15,Good,70.0,3,7,2.01,0,1,1,1,1,1
3.8,Good,76.0,3,3,2.77,1,1,1,1,1,3
3.16,Good,80.0,5,11,2.04,0,1,1,1,0,2
3.13,Good,55.0,5,4,2.01,1,1,1,1,1,2
2.93,Average,24.0,3,3,1.87,0,1,1,1,1,4
3.11,Good,100.0,6,3,2.02,1,1,1,1,0,1
2.97,Average,70.0,3,6,1.98,0,1,1,1,1,2
3.79,Good,100.0,4,5,2.56,0,1,1,1,0,1
2.66,Average,100.0,3,2,1.54,0,1,1,1,0,1
2.65,Average,100.0,3,1,1.56,0,1,1,1,0,1
2.98,Average,30.0,3,3,1.88,0,1,1,1,1,1
3.8,Good,100.0,1,2,2.76,0,1,1,0,0,2
2.97,Average,85.0,3,2,1.56,0,1,1,1,1,2
2.35,Average,57.0,1,9,1.24,0,1,1,1,0,1
2.92,Average,90.0,5,4,1.95,0,1,1,1,1,2
2.7,Average,50.0,1,2,1.65,0,1,1,1,0,2
2.35,Average,89.0,3,8,1.11,0,1,1,1,0,1
2.82,Average,70.0,1,8,1.71,0,1,1,1,0,2
2.99,Average,95.0,4,5,1.33,1,1,1,1,1,5
3.63,Good,100.0,2,3,2.56,0,1,1,0,1,2
3.97,Good,100.0,4,3,2.81,1,1,1,1,0,2
3.81,Good,100.0,2,1,2.73,1,1,1,1,0,1
2.9,Average,89.0,7,3,1.88,0,1,1,1,0,1
3.68,Good,90.0,2,3,2.33,1,1,1,1,0,3
3.45,Good,100.0,3,5,2.22,0,1,1,1,1,2
2.53,Average,45.0,2,3,1.45,0,1,1,1,0,2
2.82,Average,100.0,4,3,1.76,0,1,1,1,0,1
3.79,Good,100.0,5,3,2.66,1,1,1,1,1,2
3.6,Good,43.0,2,2,2.55,0,1,1,1,1,2
3.78,Good,87.0,4,3,2.71,0,1,1,1,1,4
3.19,Good,88.0,3,8,2.22,0,1,1,1,0,3
2.88,Average,80.0,1,7,1.95,0,1,1,1,0,1
3.56,Good,100.0,2,1,2.77,1,1,1,1,1,1
3.93,Good,100.0,7,2,2.75,1,1,1,1,0,2
3.78,Good,100.0,6,6,2.61,1,1,1,1,1,6
2.65,Average,30.0,6,4,1.35,0,1,1,1,1,1
3.56,Good,87.0,1,2,2.44,0,1,1,1,0,1
2.64,Average,100.0,4,2,1.56,0,1,1,1,1,1
2.84,Average,100.0,3,2,1.76,0,1,1,1,1,1
3.13,Good,70.0,5,6,1.9,0,1,1,1,1,2
3.05,Good,100.0,4,6,1.99,0,1,1,1,1,3
3.55,Good,56.0,1,2,2.43,0,1,1,1,0,2
2.74,Average,91.0,5,2,1.67,0,1,1,1,0,2
3.83,Good,100.0,4,2,2.78,1,1,1,1,0,1
2.95,Average,100.0,3,6,1.81,1,1,1,1,0,3
3.97,Good,100.0,7,2,2.91,1,1,1,1,0,3
3.57,Good,100.0,3,5,2.65,0,1,1,1,0,1
3.65,Good,77.0,4,6,2.23,0,1,1,1,1,2
3.28,Good,86.0,3,6,2.13,0,1,1,1,0,3
3.85,Good,100.0,5,5,2.66,1,1,1,1,1,2
3.9,Good,100.0,3,3,2.87,0,1,1,0,1,4
3.75,Good,67.0,2,3,2.65,0,1,1,1,1,3
2.51,Average,100.0,2,1,1.38,0,1,1,0,0,2
3.45,Good,100.0,5,12,2.19,1,1,1,0,1,2
3.46,Good,80.0,3,6,2.11,0,1,1,0,0,3
2.8,Average,67.0,1,2,1.78,0,1,1,1,0,4
3.76,Good,100.0,3,5,2.45,0,1,1,1,0,2
3.7,Good,100.0,2,2,2.67,0,1,1,1,0,4
3.77,Good,100.0,3,2,2.61,1,1,1,1,1,2
2.81,Average,80.0,6,6,1.61,1,1,1,1,1,3
3.89,Good,100.0,1,5,2.89,0,1,1,1,1,1
2.71,Average,100.0,2,3,1.68,0,1,1,1,0,4
2.7,Average,100.0,1,3,1.63,0,1,1,1,1,2
2.64,Average,95.0,2,2,1.56,0,1,1,1,1,3
3.8,Good,100.0,4,2,2.75,0,1,1,1,1,4
3.95,Good,100.0,6,3,2.56,1,1,1,0,0,3
3.66,Good,100.0,2,1,2.56,0,1,1,1,0,4
2.89,Average,89.0,5,3,1.76,0,1,1,1,0,4
3.91,Good,79.0,2,3,2.87,0,1,1,1,0,1
2.63,Average,50.0,3,2,1.56,0,1,1,1,0,4
3.88,Good,100.0,2,4,2.57,1,1,1,1,1,2
2.63,Average,81.0,4,3,1.5,0,1,1,1,0,2
3.6,Good,100.0,3,1,2.55,0,1,1,1,0,2
3.89,Good,100.0,5,4,2.56,1,1,1,1,1,2
3.94,Good,100.0,6,2,2.87,1,1,1,0,1,1
3.78,Good,100.0,1,5,2.48,0,0,1,0,1,2
2.65,Average,90.0,1,10,1.35,0,1,1,1,0,1
2.98,Average,100.0,5,8,1.56,0,1,1,1,0,2
2.45,Average,65.0,4,4,1.66,0,1,1,1,1,2
2.91,Average,100.0,2,3,1.86,0,1,1,0,1,2
3.83,Good,100.0,4,3,2.77,0,1,1,1,0,2
3.9,Good,53.0,1,3,2.81,0,1,1,1,0,1
3.81,Good,100.0,2,3,2.75,1,1,1,1,0,2
2.63,Average,67.0,5,3,1.56,0,1,1,1,1,4
3.98,Good,100.0,2,6,2.91,1,1,1,1,0,1
2.63,Average,54.0,2,2,1.54,0,1,1,0,0,2
2.83,Average,87.0,3,3,1.78,0,1,1,1,0,4
3.88,Good,70.0,8,10,2.9,1,0,1,1,1,1
3.75,Good,56.0,3,3,2.67,0,1,1,1,0,4
3.45,Good,100.0,4,5,2.33,0,1,1,0,0,1
3.56,Good,68.0,3,3,2.76,0,1,1,1,0,4
2.76,Average,60.0,5,9,1.23,0,1,1,1,0,2
3.48,Good,55.0,2,3,2.35,0,1,1,1,0,4
2.48,Average,76.0,4,3,1.34,0,1,1,1,1,2
3.12,Good,90.0,6,3,2.07,1,1,1,1,1,2
3.6,Good,100.0,4,2,2.56,0,1,1,1,0,1
2.8,Average,63.0,3,2,1.77,0,1,1,1,1,2
3.77,Good,66.0,3,3,2.67,0,1,1,1,0,4
2.93,Average,100.0,2,3,1.86,0,1,1,1,1,4
2.94,Average,100.0,1,3,1.87,0,1,1,1,1,4
2.78,Average,80.0,2,9,1.22,0,1,1,1,1,2
2.54,Average,100.0,3,2,1.4,0,1,1,1,1,4
2.83,Average,100.0,3,1,1.78,0,1,1,1,1,2
2.85,Average,78.0,4,3,1.77,0,1,1,1,1,4
3.66,Good,100.0,5,5,2.55,0,1,1,0,0,1
3.88,Good,100.0,1,2,2.65,0,1,1,1,0,1
3.9,Good,35.0,5,3,2.81,1,1,1,1,1,2
3.44,Good,100.0,2,3,2.34,0,1,1,1,1,2
3.43,Good,87.0,2,3,2.35,0,1,1,1,0,4
3.77,Good,46.0,1,2,2.65,0,1,1,1,0,2
2.22,Average,100.0,4,4,2.5,1,1,1,1,1,2
2.78,Average,100.0,3,2,1.56,0,1,1,0,0,2
2.52,Average,100.0,5,3,1.4,0,1,1,1,1,4
2.88,Average,100.0,3,5,1.34,0,1,1,1,0,1
